date,away,home,score_away,score_home
11/14/2004,Bengals,Washington,17,10
11/14/2004,Vikings,Packers,31,34
11/14/2004,Giants,Cardinals,14,17
11/14/2004,Panthers,49ers,37,27
11/14/2004,Bills,Patriots,6,29
11/15/2004,Eagles,Cowboys,49,21
11/21/2004,  .  Lions,Vikings,19,22
11/21/2004,  .  49ers,Buccaneers,3,35
11/21/2004,Rams,Bills,17,37
11/21/2004,Colts,Bears,41,10
11/21/2004,Steelers,Bengals,19,14
11/21/2004,Jets,Browns,10,7
11/21/2004,Broncos,Saints,34,13
11/21/2004,Cardinals,Panthers,10,35
11/21/2004,Titans,Jaguars,18,15
11/21/2004,Cowboys,Ravens,10,30
11/21/2004,Chargers,Raiders,23,17
11/21/2004,Dolphins,Seahawks,17,24
11/21/2004,Falcons,Giants,14,10
11/21/2004,Washington,Eagles,6,28
11/21/2004,Packers,Texans,16,13
11/22/2004,Patriots,Chiefs,27,19
11/25/2004,Colts,Lions,41,9
11/25/2004,Bears,Cowboys,7,21
11/28/2004,Browns,Bengals,48,58
11/28/2004,Chargers,Chiefs,34,31
11/28/2004,Jaguars,Vikings,16,27
11/28/2004,Eagles,Giants,27,6
11/28/2004,Washington,Steelers,7,16
11/28/2004,Buccaneers,Panthers,14,21
11/28/2004,Titans,Texans,21,31
11/28/2004,Saints,Falcons,21,24
11/28/2004,Ravens,Patriots,3,24
11/28/2004,Jets,Cardinals,13,3
11/28/2004,Dolphins,49ers,24,17
11/28/2004,Bills,Seahawks,38,9
11/28/2004,Raiders,Broncos,25,24
11/29/2004,Rams,Packers,17,45
12/5/2004,  .  Texans,Jets,7,29
12/5/2004,  .  Falcons,Buccaneers,0,27
12/5/2004,Vikings,Bears,14,24
12/5/2004,Patriots,Browns,42,15
12/5/2004,Cardinals,Lions,12,26
12/5/2004,Titans,Colts,24,51
12/5/2004,49ers,Rams,6,16
12/5/2004,Bills,Dolphins,42,32
12/5/2004,Panthers,Saints,32,21
12/5/2004,Bengals,Ravens,27,26
12/5/2004,Chiefs,Raiders,34,27
12/5/2004,Broncos,Chargers,17,20
12/5/2004,Packers,Eagles,17,47
12/5/2004,Giants,Washington,7,31
12/5/2004,Steelers,Jaguars,17,16
12/6/2004,Cowboys,Seahawks,43,39
12/12/2004,  .  Dolphins,Broncos,17,20
12/12/2004,Raiders,Falcons,10,35
12/12/2004,Browns,Bills,7,37
12/12/2004,Saints,Cowboys,27,13
12/12/2004,Seahawks,Vikings,27,23
12/12/2004,Bengals,Patriots,28,35
12/12/2004,Bears,Jaguars,3,22
12/12/2004,Giants,Ravens,14,37
12/12/2004,Colts,Texans,23,14
12/12/2004,Jets,Steelers,6,17
12/12/2004,Lions,Packers,13,16
12/12/2004,49ers,Cardinals,31,28
12/12/2004,Buccaneers,Chargers,24,31
12/12/2004,Rams,Panthers,7,20
12/12/2004,Eagles,Washington,17,14
12/13/2004,Chiefs,Titans,49,38
12/18/2004,Steelers,Giants,33,30
12/18/2004,Washington,49ers,26,16
12/18/2004,Panthers,Falcons,31,34
12/19/2004,  .  Bills,Bengals,33,17
12/19/2004,Texans,Bears,24,5
12/19/2004,Chargers,Browns,21,0
12/19/2004,Vikings,Lions,28,27
12/19/2004,Broncos,Chiefs,17,45
12/19/2004,Seahawks,Jets,14,37
12/19/2004,Cowboys,Eagles,7,12
12/19/2004,Rams,Cardinals,7,31
12/19/2004,Saints,Buccaneers,21,17
12/19/2004,Jaguars,Packers,28,25
12/19/2004,Titans,Raiders,35,40
12/19/2004,Ravens,Colts,10,20
12/20/2004,Patriots,Dolphins,28,29
12/24/2004,Packers,Vikings,34,31
12/25/2004,Raiders,Chiefs,30,31
12/25/2004,Broncos,Titans,37,16
12/26/2004,Giants,Bengals,22,23
12/26/2004,Bears,Lions,13,19
12/26/2004,Chargers,Colts,31,34
12/26/2004,Falcons,Saints,13,26
12/26/2004,Ravens,Steelers,7,20
12/26/2004,Texans,Jaguars,21,0
12/26/2004,Patriots,Jets,23,7
12/26/2004,Bills,49ers,41,7
12/26/2004,Washington,Cowboys,10,13
12/26/2004,Cardinals,Seahawks,21,24
12/26/2004,Panthers,Buccaneers,37,20
12/26/2004,Browns,Dolphins,7,10
12/27/2004,Eagles,Rams,7,20
1/2/2005,  .  Jaguars,Raiders,13,6
1/2/2005,Steelers,Bills,29,24
1/2/2005,Packers,Bears,31,14
1/2/2005,Lions,Titans,19,24
1/2/2005,Jets,Rams,29,32
1/2/2005,49ers,Patriots,7,21
1/2/2005,Bengals,Eagles,38,10
1/2/2005,Vikings,Washington,18,21
1/2/2005,Saints,Panthers,21,18
1/2/2005,Dolphins,Ravens,23,30
1/2/2005,Browns,Texans,22,14
1/2/2005,Buccaneers,Cardinals,7,12
1/2/2005,Falcons,Seahawks,26,28
1/2/2005,Colts,Broncos,14,33
1/2/2005,Chiefs,Chargers,17,24
1/2/2005,Cowboys,Giants,24,28
1/8/2005,Rams,Seahawks,27,20
1/8/2005,Jets,Chargers,20,17
1/9/2005,Broncos,Colts,24,49
1/9/2005,Vikings,Packers,31,17
1/15/2005,Rams,Falcons,17,47
1/15/2005,Jets,Steelers,17,20
1/16/2005,Vikings,Eagles,14,27
1/16/2005,Colts,Patriots,3,20
1/23/2005,Falcons,Eagles,10,27
1/23/2005,Patriots,Steelers,41,27
2/6/2005,Patriots,Eagles,24,21
9/8/2005,Raiders,Patriots,20,30
9/11/2005,  .  Packers,Lions,3,17
9/11/2005,Texans,Bills,7,22
9/11/2005,Bengals,Browns,27,13
9/11/2005,Jets,Chiefs,7,27
9/11/2005,Broncos,Dolphins,10,34
9/11/2005,Buccaneers,Vikings,24,13
9/11/2005,Titans,Steelers,7,34
9/11/2005,Bears,Washington,7,9
9/11/2005,Saints,Panthers,23,20
9/11/2005,Seahawks,Jaguars,14,26
9/11/2005,Cardinals,Giants,19,42
9/11/2005,Cowboys,Chargers,28,24
9/11/2005,Rams,49ers,25,28
9/11/2005,Colts,Ravens,24,7
9/12/2005,Eagles,Falcons,10,14
9/18/2005,Lions,Bears,6,38
9/18/2005,Vikings,Bengals,8,37
9/18/2005,Ravens,Titans,10,25
9/18/2005,Jaguars,Colts,3,10
9/18/2005,49ers,Eagles,3,42
9/18/2005,Bills,Buccaneers,3,19
9/18/2005,Patriots,Panthers,17,27
9/18/2005,Steelers,Texans,27,7
9/18/2005,Rams,Cardinals,17,12
9/18/2005,Falcons,Seahawks,18,21
9/18/2005,Chargers,Broncos,17,20
9/18/2005,Browns,Packers,26,24
9/18/2005,Dolphins,Jets,7,17
9/18/2005,Chiefs,Raiders,23,17
9/19/2005,Giants,Saints,27,10
9/19/2005,Washington,Cowboys,14,13
9/25/2005,Falcons,Bills,24,16
9/25/2005,Bengals,Bears,24,7
9/25/2005,Buccaneers,Packers,17,16
9/25/2005,Browns,Colts,6,13
9/25/2005,Titans,Rams,27,31
9/25/2005,Panthers,Dolphins,24,27
9/25/2005,Saints,Vikings,16,33
9/25/2005,Jaguars,Jets,26,20
9/25/2005,Raiders,Eagles,20,23
9/25/2005,Cowboys,49ers,34,31
9/25/2005,Cardinals,Seahawks,12,37
9/25/2005,Patriots,Steelers,23,20
9/25/2005,Giants,Chargers,23,45
9/26/2005,Chiefs,Broncos,10,30
10/2/2005,  .  Bills,Saints,7,19
10/2/2005,Texans,Bengals,10,16
10/2/2005,Colts,Titans,31,10
10/2/2005,Chargers,Patriots,41,17
10/2/2005,Rams,Giants,24,44
10/2/2005,Lions,Buccaneers,13,17
10/2/2005,Seahawks,Washington,17,20
10/2/2005,Broncos,Jaguars,20,7
10/2/2005,Jets,Ravens,3,13
10/2/2005,Vikings,Falcons,10,30
10/2/2005,Eagles,Chiefs,37,31
10/2/2005,Cowboys,Raiders,13,19
10/2/2005,49ers,Cardinals,14,31
10/3/2005,Packers,Panthers,29,32
10/9/2005,Patriots,Falcons,31,28
10/9/2005,Dolphins,Bills,14,20
10/9/2005,Bears,Browns,10,20
10/9/2005,Ravens,Lions,17,35
10/9/2005,Saints,Packers,3,52
10/9/2005,Seahawks,Rams,37,31
10/9/2005,Buccaneers,Jets,12,14
10/9/2005,Titans,Texans,34,20
10/9/2005,Colts,49ers,28,3
10/9/2005,Eagles,Cowboys,10,33
10/9/2005,Washington,Broncos,19,21
10/9/2005,Panthers,Cardinals,24,20
10/9/2005,Bengals,Jaguars,20,23
10/10/2005,Steelers,Chargers,24,22
10/16/2005,  .  Dolphins,Buccaneers,13,27
10/16/2005,Falcons,Saints,34,31
10/16/2005,Vikings,Bears,3,28
10/16/2005,Giants,Cowboys,13,16
10/16/2005,Panthers,Lions,21,20
10/16/2005,Bengals,Titans,31,23
10/16/2005,Washington,Chiefs,21,28
10/16/2005,Jaguars,Steelers,23,17
10/16/2005,Browns,Ravens,3,16
10/16/2005,Jets,Bills,17,27
10/16/2005,Patriots,Broncos,20,28
10/16/2005,Chargers,Raiders,27,14
10/16/2005,Texans,Seahawks,10,42
10/17/2005,Rams,Colts,28,45
10/21/2005,Chiefs,Dolphins,30,20
10/23/2005,Steelers,Bengals,27,13
10/23/2005,Lions,Browns,13,10
10/23/2005,Saints,Rams,17,28
10/23/2005,Packers,Vikings,20,23
10/23/2005,Chargers,Eagles,17,20
10/23/2005,49ers,Washington,17,52
10/23/2005,Colts,Texans,38,20
10/23/2005,Cowboys,Seahawks,10,13
10/23/2005,Ravens,Bears,6,10
10/23/2005,Bills,Raiders,17,38
10/23/2005,Broncos,Giants,23,24
10/23/2005,Titans,Cardinals,10,20
10/24/2005,Jets,Falcons,14,27
10/30/2005,  .  Buccaneers,49ers,10,15
10/30/2005,Packers,Bengals,14,21
10/30/2005,Cardinals,Cowboys,13,34
10/30/2005,Bears,Lions,19,13
10/30/2005,Raiders,Titans,34,25
10/30/2005,Jaguars,Rams,21,24
10/30/2005,Washington,Giants,0,36
10/30/2005,Vikings,Panthers,13,38
10/30/2005,Browns,Texans,16,19
10/30/2005,Dolphins,Saints,21,6
10/30/2005,Chiefs,Chargers,20,28
10/30/2005,Eagles,Broncos,21,49
10/30/2005,Bills,Patriots,16,21
10/31/2005,Ravens,Steelers,19,20
11/6/2005,  .  Steelers,Packers,20,10
11/6/2005,Titans,Browns,14,20
11/6/2005,Raiders,Chiefs,23,27
11/6/2005,Falcons,Dolphins,17,10
11/6/2005,Lions,Vikings,14,27
11/6/2005,Chargers,Jets,31,26
11/6/2005,Panthers,Buccaneers,34,14
11/6/2005,Texans,Jaguars,14,21
11/6/2005,Bengals,Ravens,21,9
11/6/2005,Bears,Saints,20,17
11/6/2005,Seahawks,Cardinals,33,19
11/6/2005,Giants,49ers,24,6
11/6/2005,Eagles,Washington,10,17
11/7/2005,Colts,Patriots,40,21
11/13/2005,Chiefs,Bills,3,14
11/13/2005,49ers,Bears,9,17
11/13/2005,Cardinals,Lions,21,29
11/13/2005,Texans,Colts,17,31
11/13/2005,Patriots,Dolphins,23,16
11/13/2005,Vikings,Giants,24,21
11/13/2005,Ravens,Jaguars,3,30
11/13/2005,Broncos,Raiders,31,17
11/13/2005,Jets,Panthers,3,30
11/13/2005,Packers,Falcons,33,25
11/13/2005,Rams,Seahawks,16,31
11/13/2005,Washington,Buccaneers,35,36
11/13/2005,Browns,Steelers,21,34
11/14/2005,  .  Cowboys,Eagles,21,20
11/20/2005,  .  Panthers,Bears,3,13
11/20/2005,Buccaneers,Falcons,30,27
11/20/2005,Dolphins,Browns,0,22
11/20/2005,Lions,Cowboys,7,20
11/20/2005,Jaguars,Titans,31,28
11/20/2005,Cardinals,Rams,38,28
11/20/2005,Saints,Patriots,17,24
11/20/2005,Eagles,Giants,17,27
11/20/2005,Raiders,Washington,16,13
11/20/2005,Steelers,Ravens,13,16
11/20/2005,Seahawks,49ers,27,25
11/20/2005,Colts,Bengals,45,37
11/20/2005,Jets,Broncos,0,27
11/20/2005,Bills,Chargers,10,48
11/20/2005,Chiefs,Texans,45,17
11/21/2005,Vikings,Packers,20,17
11/24/2005,  .  Broncos,Cowboys,24,21
11/24/2005,Falcons,Lions,27,7
11/27/2005,Panthers,Bills,13,9
11/27/2005,Ravens,Bengals,29,42
11/27/2005,49ers,Titans,22,33
11/27/2005,Patriots,Chiefs,16,26
11/27/2005,Browns,Vikings,12,24
11/27/2005,Bears,Buccaneers,13,10
11/27/2005,Chargers,Washington,23,17
11/27/2005,Rams,Texans,33,27
11/27/2005,Dolphins,Raiders,33,21
11/27/2005,Jaguars,Cardinals,24,17
11/27/2005,Packers,Eagles,14,19
11/27/2005,Giants,Seahawks,21,24
11/27/2005,Saints,Jets,21,19
11/28/2005,Steelers,Colts,7,26
12/4/2005,Packers,Bears,7,19
12/4/2005,Jaguars,Browns,20,14
12/4/2005,Vikings,Lions,21,16
12/4/2005,Titans,Colts,3,35
12/4/2005,Bills,Dolphins,23,24
12/4/2005,Buccaneers,Saints,10,3
12/4/2005,Cowboys,Giants,10,17
12/4/2005,Bengals,Steelers,38,31
12/4/2005,Falcons,Panthers,6,24
12/4/2005,Texans,Ravens,15,16
12/4/2005,Washington,Rams,24,9
12/4/2005,Cardinals,49ers,17,10
12/4/2005,Broncos,Chiefs,27,31
12/4/2005,Jets,Patriots,3,16
12/4/2005,Raiders,Chargers,10,34
12/5/2005,Seahawks,Eagles,42,0
12/11/2005,Patriots,Bills,35,7
12/11/2005,Browns,Bengals,20,23
12/11/2005,Texans,Titans,10,13
12/11/2005,Rams,Vikings,13,27
12/11/2005,Raiders,Jets,10,26
12/11/2005,Bears,Steelers,9,21
12/11/2005,Buccaneers,Panthers,20,10
12/11/2005,Colts,Jaguars,26,18
12/11/2005,Giants,Eagles,26,23
12/11/2005,Washington,Cardinals,17,13
12/11/2005,49ers,Seahawks,3,41
12/11/2005,Chiefs,Cowboys,28,31
12/11/2005,Ravens,Broncos,10,12
12/11/2005,Dolphins,Chargers,23,21
12/11/2005,Lions,Packers,13,16
12/12/2005,Saints,Falcons,17,36
12/17/2005,Buccaneers,Patriots,0,28
12/17/2005,Chiefs,Giants,17,27
12/17/2005,Broncos,Bills,28,17
12/18/2005,  .  Eagles,Rams,17,16
12/18/2005,  .  Browns,Raiders,9,7
12/18/2005,  .  Cowboys,Washington,7,35
12/18/2005,Seahawks,Titans,28,24
12/18/2005,Chargers,Colts,26,17
12/18/2005,Jets,Dolphins,20,24
12/18/2005,Steelers,Vikings,18,3
12/18/2005,Panthers,Saints,27,10
12/18/2005,49ers,Jaguars,9,10
12/18/2005,Cardinals,Texans,19,30
12/18/2005,Bengals,Lions,41,17
12/18/2005,Falcons,Bears,3,16
12/19/2005,Packers,Ravens,3,48
12/24/2005,Bills,Bengals,37,27
12/24/2005,Steelers,Browns,41,0
12/24/2005,Chargers,Chiefs,7,20
12/24/2005,49ers,Rams,24,20
12/24/2005,Titans,Dolphins,10,24
12/24/2005,Lions,Saints,13,12
12/24/2005,Falcons,Buccaneers,24,27
12/24/2005,Giants,Washington,20,35
12/24/2005,Cowboys,Panthers,24,20
12/24/2005,Jaguars,Texans,38,20
12/24/2005,Eagles,Cardinals,21,27
12/24/2005,Raiders,Broncos,3,22
12/24/2005,Colts,Seahawks,13,28
12/25/2005,Bears,Packers,24,17
12/25/2005,Vikings,Ravens,23,30
12/26/2005,Patriots,Jets,31,21
12/31/2005,  .  Giants,Raiders,30,21
12/31/2005,Broncos,Chargers,23,7
1/1/2006,  .  Texans,49ers,17,20
1/1/2006,  .  Bears,Vikings,10,34
1/1/2006,Panthers,Falcons,44,11
1/1/2006,Ravens,Browns,16,20
1/1/2006,Seahawks,Packers,17,23
1/1/2006,Cardinals,Colts,13,17
1/1/2006,Bengals,Chiefs,3,37
1/1/2006,Dolphins,Patriots,28,26
1/1/2006,Bills,Jets,26,30
1/1/2006,Lions,Steelers,21,35
1/1/2006,Saints,Buccaneers,13,27
1/1/2006,Titans,Jaguars,13,40
1/1/2006,Washington,Eagles,31,20
1/1/2006,Rams,Cowboys,20,10
1/7/2006,Washington,Buccaneers,17,10
1/7/2006,Jaguars,Patriots,3,28
1/8/2006,Panthers,Giants,23,0
1/8/2006,Steelers,Bengals,31,17
1/14/2006,Washington,Seahawks,10,20
1/14/2006,Patriots,Broncos,13,27
1/15/2006,Steelers,Colts,21,18
1/15/2006,Panthers,Bears,29,21
1/22/2006,Steelers,Broncos,34,17
1/22/2006,Panthers,Seahawks,14,34
2/5/2006,Seahawks,Steelers,10,21
9/7/2006,Dolphins,Steelers,17,28
9/10/2006,Saints,Browns,19,14
9/10/2006,Seahawks,Lions,9,6
9/10/2006,Jets,Titans,23,16
9/10/2006,Bengals,Chiefs,23,10
9/10/2006,Broncos,Rams,10,18
9/10/2006,Bills,Patriots,17,19
9/10/2006,Ravens,Buccaneers,27,0
9/10/2006,Falcons,Panthers,20,6
9/10/2006,Eagles,Texans,24,10
9/10/2006,Bears,Packers,26,0
9/10/2006,49ers,Cardinals,27,34
9/10/2006,Cowboys,Jaguars,17,24
9/10/2006,Colts,Giants,26,21
9/11/2006,Vikings,Washington,19,16
9/11/2006,Chargers,Raiders,27,0
9/17/2006,Buccaneers,Falcons,3,14
9/17/2006,Lions,Bears,7,34
9/17/2006,Browns,Bengals,17,34
9/17/2006,Saints,Packers,34,27
9/17/2006,Texans,Colts,24,43
9/17/2006,Bills,Dolphins,16,6
9/17/2006,Panthers,Vikings,13,16
9/17/2006,Giants,Eagles,30,24
9/17/2006,Raiders,Ravens,6,28
9/17/2006,Rams,49ers,13,20
9/17/2006,Cardinals,Seahawks,10,21
9/17/2006,Chiefs,Broncos,6,9
9/17/2006,Patriots,Jets,24,17
9/17/2006,Titans,Chargers,7,40
9/17/2006,Washington,Cowboys,10,27
9/18/2006,Steelers,Jaguars,0,9
9/24/2006,Jets,Bills,28,20
9/24/2006,Packers,Lions,31,24
9/24/2006,Jaguars,Colts,14,21
9/24/2006,Titans,Dolphins,10,13
9/24/2006,Bears,Vikings,19,16
9/24/2006,Bengals,Steelers,28,20
9/24/2006,Panthers,Buccaneers,26,24
9/24/2006,Washington,Texans,31,15
9/24/2006,Ravens,Browns,15,14
9/24/2006,Rams,Cardinals,16,14
9/24/2006,Eagles,49ers,38,24
9/24/2006,Giants,Seahawks,30,42
9/24/2006,Broncos,Patriots,17,7
9/25/2006,Falcons,Saints,3,23
10/1/2006,  .  Chargers,Ravens,13,16
10/1/2006,Cardinals,Falcons,10,32
10/1/2006,Vikings,Bills,12,17
10/1/2006,Cowboys,Titans,45,14
10/1/2006,49ers,Chiefs,0,41
10/1/2006,Colts,Jets,31,28
10/1/2006,Saints,Panthers,18,21
10/1/2006,Dolphins,Texans,15,17
10/1/2006,Lions,Rams,34,41
10/1/2006,Patriots,Bengals,38,13
10/1/2006,Browns,Raiders,24,21
10/1/2006,Jaguars,Washington,30,36
10/1/2006,Seahawks,Bears,6,37
10/2/2006,Packers,Eagles,9,31
10/8/2006,  .  Lions,Vikings,17,26
10/8/2006,Bills,Bears,7,40
10/8/2006,Rams,Packers,23,20
10/8/2006,Titans,Colts,13,14
10/8/2006,Dolphins,Patriots,10,20
10/8/2006,Buccaneers,Saints,21,24
10/8/2006,Washington,Giants,3,19
10/8/2006,Browns,Panthers,12,20
10/8/2006,Chiefs,Cardinals,23,20
10/8/2006,Raiders,49ers,20,34
10/8/2006,Jets,Jaguars,0,41
10/8/2006,Cowboys,Eagles,24,38
10/8/2006,Steelers,Chargers,13,23
10/9/2006,Ravens,Broncos,3,13
10/15/2006,Giants,Falcons,27,14
10/15/2006,Texans,Cowboys,6,34
10/15/2006,Bills,Lions,17,20
10/15/2006,Seahawks,Rams,30,28
10/15/2006,Eagles,Saints,24,27
10/15/2006,Bengals,Buccaneers,13,14
10/15/2006,Titans,Washington,25,22
10/15/2006,Panthers,Ravens,23,21
10/15/2006,Dolphins,Jets,17,20
10/15/2006,Chiefs,Steelers,7,45
10/15/2006,Chargers,49ers,48,19
10/15/2006,Raiders,Broncos,3,13
10/16/2006,Bears,Cardinals,24,23
10/22/2006,Steelers,Falcons,38,41
10/22/2006,Patriots,Bills,28,6
10/22/2006,Panthers,Bengals,14,17
10/22/2006,Chargers,Chiefs,27,30
10/22/2006,Packers,Dolphins,34,24
10/22/2006,Lions,Jets,24,31
10/22/2006,Eagles,Buccaneers,21,23
10/22/2006,Jaguars,Texans,7,27
10/22/2006,Broncos,Browns,17,7
10/22/2006,Washington,Colts,22,36
10/22/2006,Cardinals,Raiders,9,22
10/22/2006,Vikings,Seahawks,31,13
10/23/2006,Giants,Cowboys,36,22
10/29/2006,49ers,Bears,10,41
10/29/2006,Falcons,Bengals,29,27
10/29/2006,Cardinals,Packers,14,31
10/29/2006,Texans,Titans,22,28
10/29/2006,Seahawks,Chiefs,28,35
10/29/2006,Ravens,Saints,35,22
10/29/2006,Buccaneers,Giants,3,17
10/29/2006,Jaguars,Eagles,13,6
10/29/2006,Rams,Chargers,24,38
10/29/2006,Jets,Browns,13,20
10/29/2006,Colts,Broncos,34,31
10/29/2006,Steelers,Raiders,13,20
10/29/2006,Cowboys,Panthers,35,14
10/30/2006,Patriots,Vikings,31,7
11/5/2006,  .  Broncos,Steelers,31,20
11/5/2006,Packers,Bills,10,24
11/5/2006,Dolphins,Bears,31,13
11/5/2006,Falcons,Lions,14,30
11/5/2006,Chiefs,Rams,31,17
11/5/2006,Texans,Giants,10,14
11/5/2006,Saints,Buccaneers,31,14
11/5/2006,Cowboys,Washington,19,22
11/5/2006,Titans,Jaguars,7,37
11/5/2006,Bengals,Ravens,20,26
11/5/2006,Vikings,49ers,3,9
11/5/2006,Browns,Chargers,25,32
11/5/2006,Colts,Patriots,27,20
11/6/2006,  .  Raiders,Seahawks,0,16
11/12/2006,  .  Broncos,Raiders,17,13
11/12/2006,Saints,Steelers,31,38
11/12/2006,Browns,Falcons,17,13
11/12/2006,Chargers,Bengals,49,41
11/12/2006,49ers,Lions,19,13
11/12/2006,Ravens,Titans,27,26
11/12/2006,Bills,Colts,16,17
11/12/2006,Chiefs,Dolphins,10,13
11/12/2006,Packers,Vikings,23,17
11/12/2006,Jets,Patriots,17,14
11/12/2006,Washington,Eagles,3,27
11/12/2006,Texans,Jaguars,13,10
11/12/2006,Cowboys,Cardinals,27,10
11/12/2006,Rams,Seahawks,22,24
11/12/2006,Bears,Giants,38,20
11/13/2006,  .  Buccaneers,Panthers,10,24
11/19/2006,  .  Titans,Eagles,31,13
11/19/2006,Steelers,Browns,24,20
11/19/2006,Patriots,Packers,35,0
11/19/2006,Raiders,Chiefs,13,17
11/19/2006,Vikings,Dolphins,20,24
11/19/2006,Bengals,Saints,31,16
11/19/2006,Bears,Jets,10,0
11/19/2006,Washington,Buccaneers,17,20
11/19/2006,Rams,Panthers,0,15
11/19/2006,Falcons,Ravens,10,24
11/19/2006,Bills,Texans,24,21
11/19/2006,Lions,Cardinals,10,17
11/19/2006,Seahawks,49ers,14,20
11/19/2006,Colts,Cowboys,14,21
11/19/2006,Chargers,Broncos,35,27
11/20/2006,  .  Giants,Jaguars,10,26
11/23/2006,Buccaneers,Cowboys,10,38
11/23/2006,Dolphins,Lions,27,10
11/23/2006,Broncos,Chiefs,10,19
11/26/2006,Saints,Falcons,31,13
11/26/2006,Jaguars,Bills,24,27
11/26/2006,Bengals,Browns,30,0
11/26/2006,49ers,Rams,17,20
11/26/2006,Cardinals,Vikings,26,31
11/26/2006,Texans,Jets,11,26
11/26/2006,Panthers,Washington,13,17
11/26/2006,Steelers,Ravens,0,27
11/26/2006,Raiders,Chargers,14,21
11/26/2006,Giants,Titans,21,24
11/26/2006,Bears,Patriots,13,17
11/26/2006,Eagles,Colts,21,45
11/27/2006,Packers,Seahawks,24,34
11/30/2006,Ravens,Bengals,7,13
12/3/2006,Chargers,Bills,24,21
12/3/2006,Vikings,Bears,13,23
12/3/2006,Chiefs,Browns,28,31
12/3/2006,Jets,Packers,38,10
12/3/2006,Colts,Titans,17,20
12/3/2006,Cardinals,Rams,34,20
12/3/2006,Lions,Patriots,21,28
12/3/2006,49ers,Saints,10,34
12/3/2006,Falcons,Washington,24,14
12/3/2006,Cowboys,Giants,23,20
12/3/2006,Texans,Raiders,23,14
12/3/2006,Jaguars,Dolphins,24,10
12/3/2006,Buccaneers,Steelers,3,20
12/3/2006,Seahawks,Broncos,23,20
12/4/2006,Panthers,Eagles,24,27
12/7/2006,Browns,Steelers,7,27
12/10/2006,Raiders,Bengals,10,27
12/10/2006,Vikings,Lions,30,20
12/10/2006,Ravens,Chiefs,20,10
12/10/2006,Patriots,Dolphins,0,21
12/10/2006,Falcons,Buccaneers,17,6
12/10/2006,Eagles,Washington,21,19
12/10/2006,Giants,Panthers,27,13
12/10/2006,Colts,Jaguars,17,44
12/10/2006,Titans,Texans,26,20
12/10/2006,Seahawks,Cardinals,21,27
12/10/2006,Packers,49ers,30,19
12/10/2006,Bills,Jets,31,13
12/10/2006,Broncos,Chargers,20,48
12/10/2006,Saints,Cowboys,42,17
12/11/2006,Bears,Rams,42,27
12/14/2006,49ers,Seahawks,24,14
12/16/2006,Cowboys,Falcons,38,28
12/17/2006,  .  Texans,Patriots,7,40
12/17/2006,  .  Browns,Ravens,17,27
12/17/2006,Dolphins,Bills,0,21
12/17/2006,Buccaneers,Bears,31,34
12/17/2006,Lions,Packers,9,17
12/17/2006,Jaguars,Titans,17,24
12/17/2006,Jets,Vikings,26,13
12/17/2006,Washington,Saints,16,10
12/17/2006,Steelers,Panthers,37,3
12/17/2006,Broncos,Cardinals,37,20
12/17/2006,Rams,Raiders,20,0
12/17/2006,Eagles,Giants,36,22
12/17/2006,Chiefs,Chargers,9,20
12/18/2006,Bengals,Colts,16,34
12/21/2006,Vikings,Packers,7,9
12/23/2006,Chiefs,Raiders,20,9
12/24/2006,Panthers,Falcons,10,3
12/24/2006,Titans,Bills,30,29
12/24/2006,Buccaneers,Browns,22,7
12/24/2006,Bears,Lions,26,21
12/24/2006,Washington,Rams,31,37
12/24/2006,Saints,Giants,30,7
12/24/2006,Ravens,Steelers,31,7
12/24/2006,Patriots,Jaguars,24,21
12/24/2006,Colts,Texans,24,27
12/24/2006,Cardinals,49ers,26,20
12/24/2006,Bengals,Broncos,23,24
12/24/2006,Chargers,Seahawks,20,17
12/25/2006,Eagles,Cowboys,23,7
12/25/2006,Jets,Dolphins,13,10
12/30/2006,Giants,Washington,34,28
12/31/2006,Steelers,Bengals,23,17
12/31/2006,Lions,Cowboys,39,31
12/31/2006,Patriots,Titans,40,23
12/31/2006,Jaguars,Chiefs,30,35
12/31/2006,Rams,Vikings,41,21
12/31/2006,Panthers,Saints,31,21
12/31/2006,Raiders,Jets,3,23
12/31/2006,Seahawks,Buccaneers,23,7
12/31/2006,Browns,Texans,6,14
12/31/2006,49ers,Broncos,26,23
12/31/2006,Dolphins,Colts,22,27
12/31/2006,Falcons,Eagles,17,24
12/31/2006,Cardinals,Chargers,20,27
12/31/2006,Bills,Ravens,7,19
12/31/2006,Packers,Bears,26,7
1/6/2007,Chiefs,Colts,8,23
1/6/2007,Cowboys,Seahawks,20,21
1/7/2007,Jets,Patriots,16,37
1/7/2007,Giants,Eagles,20,23
1/13/2007,Colts,Ravens,15,6
1/13/2007,Eagles,Saints,24,27
1/14/2007,Seahawks,Bears,24,27
1/14/2007,Patriots,Chargers,24,21
1/21/2007,Patriots,Colts,34,38
1/21/2007,Saints,Bears,14,39
2/4/2007,Colts,Bears,29,17
9/6/2007,Saints,Colts,10,41
9/9/2007,  .  Eagles,Packers,13,16
9/9/2007,  .  Buccaneers,Seahawks,6,20
9/9/2007,Broncos,Bills,15,14
9/9/2007,Steelers,Browns,34,7
9/9/2007,Panthers,Rams,27,13
9/9/2007,Falcons,Vikings,3,24
9/9/2007,Patriots,Jets,38,14
9/9/2007,Dolphins,Washington,13,16
9/9/2007,Titans,Jaguars,13,10
