date,away,home,first_downs_away,first_downs_home,third_downs_away,third_downs_home,fourth_downs_away,fourth_downs_home,passing_yards_away,passing_yards_home,rushing_yards_away,rushing_yards_home,total_yards_away,total_yards_home,comp_att_away,comp_att_home,sacks_away,sacks_home,rushing_attempts_away,rushing_attempts_home,fumbles_away,fumbles_home,int_away,int_home,turnovers_away,turnovers_home,penalties_away,penalties_home,redzone_away,redzone_home,drives_away,drives_home,def_st_td_away,def_st_td_home,possession_away,possession_home
9/19/2004,Colts,Titans,27,25,4-9,6-13,0-0,0-3,244,236,129,153,373,389,24-33,26-40,1-10,3-41,23,30,1,1,0,1,1,2,2-21,8-71,0-6,0-8,13,15,0,0,25:05:00,34:55:00
9/19/2004,Panthers,Chiefs,23,17,6-14,3-12,0-0,1-2,175,172,183,109,358,281,16-29,17-34,1-5,3-15,39,23,0,1,2,1,2,2,6-51,8-88,0-6,0-4,16,17,0,2,35:15:00,24:45:00
9/19/2004,49ers,Saints,22,17,5-13,6-14,0-0,0-0,190,256,180,46,370,302,18-32,25-34,2-15,3-23,34,24,2,1,1,0,3,1,10-125,9-86,0-11,0-7,18,18,0,0,31:51:00,28:09:00
9/19/2004,Washington,Giants,20,15,4-12,1-13,0-1,0-2,214,215,108,62,322,277,19-36,22-33,4-20,2-17,28,28,3,1,4,0,7,1,7-50,8-50,0-7,0-2,20,17,0,2,30:05:00,29:55:00
9/19/2004,Broncos,Jaguars,20,8,6-17,1-10,0-0,0-0,250,109,106,67,356,176,23-39,8-16,0-0,2-11,35,22,1,0,0,0,1,0,7-57,10-85,0-1,0-2,13,12,0,0,37:08:00,22:52
9/19/2004,Steelers,Ravens,17,15,3-13,5-16,0-0,0-0,217,87,93,172,310,259,16-33,10-18,4-26,2-11,25,41,1,0,2,0,3,0,9-77,10-123,0-8,0-6,20,16,0,2,26:52:00,33:08:00
9/19/2004,Seahawks,Buccaneers,9,17,1-14,4-15,0-0,0-0,124,179,58,92,182,271,12-26,25-39,5-23,5-30,22,24,0,1,1,2,1,3,7-59,1-5,0-1,0-4,15,15,0,0,26:17:00,33:43:00
9/19/2004,Browns,Cowboys,12,20,2-12,4-13,0-0,2-2,66,315,136,126,202,441,8-28,23-35,1-5,1-7,26,28,0,1,3,3,3,4,6-31,11-120,0-4,0-4,15,14,0,0,23:52,36:08:00
9/19/2004,Bills,Raiders,14,12,4-13,8-15,2-3,0-0,176,200,67,73,243,273,14-25,19-27,7-46,2-9,24,26,0,0,1,0,1,0,7-55,10-96,0-5,0-4,12,12,0,0,30:19:00,29:41:00
9/19/2004,Patriots,Cardinals,24,14,7-13,2-10,0-0,0-1,207,117,172,50,379,167,15-26,13-29,2-12,5-43,42,16,1,0,2,2,3,2,12-79,6-43,0-7,0-4,15,17,0,0,35:16:00,24:44:00
9/19/2004,Jets,Chargers,22,21,4-12,3-10,0-0,2-2,258,216,122,111,380,327,22-29,15-35,0-0,1-7,35,25,0,2,0,2,0,4,4-22,5-44,0-7,0-7,18,18,0,1,36:47:00,23:13
9/19/2004,Dolphins,Bengals,11,12,3-16,5-19,0-0,0-0,201,116,25,94,226,210,21-39,21-38,2-17,5-31,20,29,1,0,2,1,3,1,8-69,3-19,0-3,0-1,20,20,0,2,28:33:00,31:27:00
9/20/2004,Vikings,Eagles,25,19,7-14,3-6,2-2,0-0,332,226,78,91,410,317,37-47,19-28,4-11,2-19,19,17,1,1,1,0,2,1,10-70,3-25,0-10,0-6,13,13,0,0,37:53:00,22:07
9/26/2004,  .  Cardinals,Falcons,13,15,7-16,2-10,0-0,1-1,179,89,61,194,240,283,25-32,10-20,6-59,6-26,26,29,4,3,0,1,4,4,8-66,3-15,0-6,0-4,14,13,0,0,34:37:00,25:23:00
9/26/2004,Ravens,Bengals,14,26,5-13,6-15,0-0,0-1,126,289,254,109,380,398,11-18,25-52,2-00,4-27,34,26,2,1,0,3,2,4,9-71,5-25,0-5,0-6,15,17,0,0,26:48:00,33:12:00
9/26/2004,Eagles,Lions,19,15,6-14,4-14,0-0,0-2,343,179,59,77,402,256,29-42,21-39,2-13,5-20,19,18,1,1,0,0,1,1,7-54,6-39,0-4,0-5,15,18,0,0,32:58:00,27:02:00
9/26/2004,Jaguars,Titans,15,13,3-11,6-13,1-1,0-0,117,130,136,119,253,249,14-20,16-27,2-7,3-13,29,26,0,0,0,1,0,1,9-87,6-56,0-4,0-3,12,12,0,0,28:46:00,31:14:00
9/26/2004,Texans,Chiefs,18,25,3-10,8-13,1-1,0-1,220,198,76,168,296,366,13-25,21-30,3-13,3-28,26,36,0,0,1,1,1,1,7-60,9-87,0-7,0-6,13,15,2,0,24:53:00,35:07:00
9/26/2004,Saints,Rams,27,25,3-12,5-13,1-3,2-2,316,325,146,78,462,403,24-41,32-49,1-00,5-33,32,15,0,1,0,0,0,1,5-25,12-85,0-3,0-7,15,17,0,0,33:27:00,33:37:00
9/26/2004,Bears,Vikings,24,24,4-11,4-9,0-1,0-1,239,350,146,93,385,443,21-34,19-31,2-9,4-10,28,23,1,2,0,0,1,2,14-101,11-70,0-8,0-9,15,16,0,0,32:01:00,27:59:00
9/26/2004,Browns,Giants,18,25,2-10,5-11,1-2,0-0,161,274,124,116,285,390,21-31,19-27,4-19,2-12,23,32,2,0,1,0,3,0,8-80,8-59,0-6,0-5,15,12,0,0,27:58:00,32:02:00
9/26/2004,Chargers,Broncos,16,18,6-15,2-11,0-0,1-1,129,291,85,37,214,328,15-30,25-36,4-30,1-3,30,21,1,1,0,0,1,1,6-61,3-25,0-5,0-5,16,14,0,0,30:45:00,29:15:00
9/26/2004,Packers,Colts,24,26,8-15,3-8,0-0,0-0,385,393,74,60,459,453,34-50,28-40,1-9,0-0,19,24,1,0,1,0,2,0,11-84,9-70,0-8,0-6,19,18,0,0,31:08:00,28:52:00
9/26/2004,49ers,Seahawks,9,24,2-13,5-13,1-1,1-1,127,257,48,117,175,374,19-32,22-32,3-26,1-6,18,37,2,0,2,0,4,0,6-50,3-19,0-5,0-7,18,13,0,0,25:34:00,34:26:00
9/26/2004,Buccaneers,Raiders,19,23,3-13,6-13,2-2,0-0,297,226,92,173,389,399,22-36,18-31,2-12,1-12,22,31,0,1,1,1,1,2,8-56,11-74,0-6,0-6,18,15,0,2,29:25:00,30:35:00
9/26/2004,Steelers,Dolphins,15,13,5-16,3-11,1-2,0-1,161,117,153,52,314,169,12-22,13-27,1-2,3-20,38,29,0,2,1,2,1,4,11-103,6-33,0-2,0-2,14,17,0,0,34:11:00,25:49:00
9/27/2004,Cowboys,Washington,14,21,5-13,8-18,0-0,0-0,237,290,50,94,287,384,15-30,25-43,1-3,5-35,21,24,0,0,0,0,0,0,5-40,7-87,0-5,0-5,15,15,0,0,24:51:00,35:09:00
10/3/2004,  .  Washington,Browns,13,14,1-11,4-14,1-1,0-1,192,184,73,96,265,280,17-32,14-21,0-0,3-11,25,32,2,1,0,0,2,1,7-58,8-66,0-4,0-5,16,16,0,0,29:56:00,30:04:00
10/3/2004,Rams,49ers,24,26,4-10,7-12,1-1,1-2,186,274,174,58,332___,332,17-25,31-47,0-0,3-25,36,19,0,1,0,1,0,2,5-43,5-30,0-7,0-7,11,13,0,0,34:22:00,25:38:00
10/3/2004,Patriots,Bills,21,18,5-11,2-12,0-0,2-4,298,214,99,123,397,337,17-30,18-30,0-0,6-33,26,27,1,1,0,1,1,2,10-77,11-94,0-5,0-4,14,16,2,1,28:43:00,31:17:00
10/3/2004,Eagles,Bears,24,14,4-14,4-15,0-0,1-1,218,192,158,32,376,224,24-38,26-43,3-19,4-23,32,13,0,1,1,0,1,1,10-73,4-36,0-3,0-3,13,17,0,0,37:21:00,22:39
10/3/2004,Giants,Packers,21,15,3-12,4-11,0-0,1-1,158,220,245,81,403,301,20-26,20-36,4-29,0-0,35,19,0,1,1,2,1,3,8-76,7-72,0-4,0-1,12,13,0,0,35:53:00,24:07:00
10/3/2004,Bengals,Steelers,22,23,7-15,5-10,0-0,0-0,156,168,137,165,293,333,20-37,17-25,1-8,1-6,27,40,1,2,2,0,3,2,5-46,7-90,0-6,0-6,15,16,0,2,28:08:00,31:52:00
10/3/2004,Colts,Jaguars,23,23,3-8,8-15,0-0,1-3,220,311,117,97,337,408,20-29,29-41,0-0,1-7,27,31,0,1,1,0,1,1,3-26,5-28,0-5,0-3,12,13,0,0,24:27:00,35:33:00
10/3/2004,Raiders,Texans,18,20,4-11,5-13,0-0,0-1,224,228,151,158,375,386,21-38,14-24,1-13,0-0,20,41,2,1,3,0,5,1,13-75,4-25,0-6,0-6,18,16,0,2,27:11:00,32:49:00
10/3/2004,Saints,Cardinals,14,19,1-12,3-12,1-3,1-1,238,162,41,211,279,373,24-40,13-19,1-4,2-16,14,40,2,1,0,0,2,1,12-104,7-65,0-5,0-5,19,16,1,2,25:50:00,34:10:00
10/3/2004,Falcons,Panthers,20,19,5-12,4-13,0-0,1-2,148,293,165,67,313,360,10-18,23-38,0-0,2-15,40,21,0,1,0,2,0,3,11-106,10-91,0-5,0-9,13,16,2,0,32:20:00,27:40:00
10/3/2004,Jets,Dolphins,16,13,1-11,3-12,0-0,0-1,125,196,110,97,235,293,14-24,18-33,3-18,4-10,31,21,0,2,1,2,1,4,4-35,4-30,0-2,0-5,16,16,2,0,32:17:00,27:43:00
10/3/2004,Titans,Chargers,21,16,4-17,3-8,4-6,0-0,258,198,72,195,330,393,39-58,16-20,3-21,1-8,18,24,0,0,0,0,0,0,4-25,7-41,0-6,0-4,17,13,0,0,37:13:00,22:47
10/3/2004,Broncos,Buccaneers,19,12,8-17,4-11,0-0,0-0,138,159,111,110,249,269,13-30,15-24,0-0,1-3,35,24,0,1,0,0,0,1,7-50,9-97,0-5,0-6,12,14,0,0,32:49:00,27:11:00
10/4/2004,Chiefs,Ravens,25,13,8-16,1-8,0-0,0-1,220,127,178,80,398,207,21-31,10-17,1-3,4-27,46,20,0,0,0,0,0,0,10-72,6-54,0-5,0-6,15,16,0,1,39:43:00,20:17
10/10/2004,Lions,Falcons,15,17,3-13,3-14,1-1,2-3,126,185,101,94,227,279,16-24,20-31,3-20,6-35,33,27,0,3,0,1,0,4,12-80,8-74,0-3,0-3,15,15,0,0,32:55:00,27:05:00
10/10/2004,Giants,Cowboys,19,16,5-13,4-11,0-0,0-2,211,112,125,166,336,278,18-33,15-25,3-6,2-14,26,30,1,1,0,1,1,2,9-60,11-74,0-0,0-0,1,1,0,0,32:12:00,27:48:00
10/10/2004,Raiders,Colts,18,25,4-12,6-11,0-2,0-0,216,188,53,150,269,338,28-44,16-26,4-29,1-10,13,40,0,0,3,1,3,1,9-59,2-20,0-0,0-1,2,1,0,2,24:59:00,35:01:00
10/10/2004,Dolphins,Patriots,18,14,7-19,4-14,2-6,0-0,228,69,67,135,295,204,21-43,7-19,3-29,1-7,26,38,1,0,1,1,2,1,12-86,7-55,0-0,0-0,2,2,0,0,31:02:00,28:58:00
10/10/2004,Buccaneers,Saints,16,16,7-14,4-11,0-0,0-0,238,106,81,145,319,251,21-27,11-23,4-24,0-0,26,29,1,1,0,1,1,2,11-65,8-60,0-1,0-0,1,1,2,0,32:13:00,27:47:00
10/10/2004,Browns,Steelers,17,21,2-12,7-14,1-2,0-1,207,231,98,170,305,401,16-34,16-21,2-3,0-0,21,43,1,0,0,1,1,1,8-54,6-63,0-1,0-0,3,2,2,0,24:17:00,35:43:00
10/10/2004,Vikings,Texans,27,19,9-17,5-14,0-0,2-2,388,358,122,52,510,410,36-50,27-42,3-8,4-14,26,17,0,0,0,0,0,0,10-75,11-88,0-0,0-0,1,1,0,0,38:27:00,29:28:00
10/10/2004,Bills,Jets,17,24,5-13,8-14,0-1,0-0,172,298,80,85,252,383,16-29,31-42,4-25,2-6,22,23,0,1,1,1,1,2,7-83,8-45,0-3,0-6,12,12,0,0,26:21:00,33:39:00
10/10/2004,Jaguars,Chargers,28,18,7-14,9-15,2-3,0-0,349,210,80,176,429,386,36-54,17-26,3-8,1-1,18,35,1,0,2,0,3,0,5-33,4-44,0-10,0-8,17,15,0,0,30:02:00,29:58:00
10/10/2004,Panthers,Broncos,12,23,5-12,4-10,0-0,0-1,163,224,64,210,227,434,13-20,17-29,1-10,1-2,26,37,0,0,0,2,0,2,9-88,4-37,0-2,0-5,14,13,0,0,26:51:00,33:09:00
10/10/2004,Cardinals,49ers,19,28,5-14,6-15,1-1,1-1,217,391,103,57,320,448,19-34,38-57,2-14,5-26,29,19,0,2,1,0,1,2,8-60,11-85,0-7,0-8,19,19,0,1,30:49:00,32:34:00
10/10/2004,Rams,Seahawks,21,20,11-17,2-12,0-0,1-1,317,204,124,187,441,391,24-42,20-35,2-8,1-12,24,30,0,0,3,0,3,0,5-45,5-40,0-9,0-7,18,18,0,0,31:24:00,31:38:00
10/10/2004,Ravens,Washington,15,9,5-15,5-17,0-0,0-0,76,55,156,52,232,107,9-18,13-29,2-5,3-28,43,26,0,1,3,1,3,2,5-53,2-22,0-4,0-2,16,16,3,0,32:05:00,27:55:00
10/11/2004,Titans,Packers,23,22,6-14,1-8,1-1,2-3,232,402,224,35,456,437,16-27,31-52,0-0,0-0,44,11,0,3,0,3,0,6,12-105,3-15,0-7,0-12,20,22,0,0,38:00:00,22:00
10/17/2004,Chargers,Falcons,18,15,2-11,2-8,1-2,0-0,223,206,95,93,318,299,23-31,12-21,1-4,3-12,31,25,0,1,1,1,1,2,11-69,4-26,0-5,0-5,14,16,0,0,36:51:00,23:09
10/17/2004,Dolphins,Bills,14,18,5-12,5-13,0-0,1-1,101,204,111,137,212,341,12-23,15-28,5-35,1-8,25,31,0,0,1,0,1,0,3-21,7-60,0-4,0-5,13,13,0,2,28:00:00,32:00:00
10/17/2004,Washington,Bears,18,9,6-18,1-13,0-0,0-1,93,34,218,126,311,160,8-22,10-22,1-2,4-31,47,28,0,0,1,1,1,1,5-39,7-65,0-5,0-3,16,17,0,2,34:01:00,25:59:00
10/17/2004,Bengals,Browns,11,21,1-13,6-14,1-2,0-0,131,310,58,139,189,449,20-36,16-23,3-17,1-00,18,46,0,2,1,2,1,4,10-75,6-50,0-6,0-6,19,18,2,0,23:41,36:19:00
10/17/2004,Packers,Lions,28,5,8-14,1-11,1-1,0-1,277,92,157,33,434,125,26-39,12-23,0-0,1-9,39,16,0,0,0,1,0,1,3-15,2-20,0-4,0-5,14,16,2,0,39:41:00,20:19
10/17/2004,Texans,Titans,19,19,5-13,4-13,0-0,0-1,247,204,98,101,345,305,16-26,19-41,2-19,1-6,37,22,1,0,1,4,2,4,4-19,4-35,0-4,0-4,15,16,0,0,32:38:00,27:22:00
10/17/2004,Seahawks,Patriots,23,20,8-17,7-14,0-0,0-0,341,224,102,138,443,362,27-50,19-30,3-8,1-7,21,33,0,1,2,1,2,2,6-50,6-46,0-10,0-8,17,16,0,0,28:23:00,31:37:00
10/17/2004,49ers,Jets,19,22,5-12,7-14,0-0,0-0,272,222,99,152,371,374,18-28,20-30,3-14,0-0,27,32,1,0,1,0,2,0,7-61,4-29,0-4,0-5,15,13,0,0,27:44:00,32:16:00
10/17/2004,Panthers,Eagles,21,10,6-17,4-11,2-2,0-0,186,202,158,81,344,283,24-42,14-26,2-19,1-7,31,20,0,0,4,1,4,1,8-45,4-38,0-5,0-2,17,13,0,2,38:30:00,21:30
10/17/2004,Chiefs,Jaguars,19,19,6-13,6-13,0-0,0-1,273,277,77,101,350,378,23-33,24-36,6-42,4-21,21,23,0,0,1,0,1,0,5-30,5-46,0-4,0-5,13,13,0,0,30:00:00,30:00:00
10/17/2004,Steelers,Cowboys,21,20,2-8,6-13,0-0,0-0,172,248,125,100,297,348,21-25,23-36,3-21,5-36,29,21,0,1,0,0,0,1,6-45,5-30,0-7,0-3,14,14,0,0,32:44:00,27:16:00
10/17/2004,Broncos,Raiders,25,9,6-11,3-14,0-2,0-0,190,114,254,31,444,145,11-20,15-31,0-0,4-22,51,16,0,1,1,1,1,2,9-85,9-81,0-5,0-7,12,15,0,0,36:58:00,23:02
10/17/2004,Vikings,Saints,29,25,8-11,4-11,0-0,2-2,417,226,188,159,605,385,26-38,22-38,2-8,3-23,28,23,1,0,2,1,3,1,5-35,4-21,0-11,0-11,16,16,0,0,30:41:00,29:19:00
10/18/2004,Buccaneers,Rams,17,14,6-15,8-16,1-1,1-1,277,230,55,94,332,324,27-40,18-30,2-9,4-34,22,30,3,1,1,1,4,2,3-12,7-50,0-8,0-5,17,17,0,2,27:52:00,32:08:00
10/24/2004,Eagles,Browns,23,27,2-10,9-16,0-1,0-0,367,229,121,165,488,394,28-43,21-32,2-9,3-7,23,34,0,2,1,1,1,3,11-101,10-80,0-9,0-8,20,18,0,0,34:33:00,35:25:00
10/24/2004,Jaguars,Colts,20,23,5-11,6-10,0-1,0-0,286,359,128,87,414,446,23-30,27-40,3-14,1-9,27,18,1,2,1,0,2,2,6-48,12-62,0-8,0-7,14,16,0,0,34:34:00,25:26:00
10/24/2004,Falcons,Chiefs,9,36,1-11,6-10,0-4,0-0,103,269,119,271,222,540,9-25,20-28,4-25,0-0,21,49,0,1,2,0,2,1,3-41,5-45,0-6,0-8,20,14,1,0,21:06,38:54:00
10/24/2004,Rams,Dolphins,20,19,2-13,7-13,4-5,1-1,269,206,103,117,372,323,23-40,14-18,3-26,6-45,19,34,0,0,1,0,1,0,7-63,4-37,0-7,0-4,15,12,0,0,29:01:00,30:59:00
10/24/2004,Titans,Vikings,16,20,3-11,2-11,1-2,1-2,188,161,55,152,243,313,20-42,24-30,2-10,3-22,14,27,1,0,3,0,4,0,12-85,8-66,0-6,0-5,15,12,0,0,27:17:00,32:43:00
10/24/2004,Lions,Giants,22,22,6-10,4-12,0-0,1-3,210,250,115,75,325,325,18-22,23-34,3-20,6-20,29,26,0,1,0,1,0,2,7-65,4-25,0-6,0-6,13,13,0,0,27:44:00,32:16:00
10/24/2004,Bears,Buccaneers,11,17,3-13,6-13,0-2,0-0,91,155,76,138,167,293,14-28,15-23,4-25,1-8,20,37,1,2,1,0,2,2,10-78,6-41,0-5,0-5,16,13,0,0,27:49:00,32:11:00
10/24/2004,Chargers,Panthers,19,20,7-14,5-14,0-0,0-2,188,147,114,116,302,263,21-32,17-36,1-8,1-8,27,30,1,0,0,1,1,1,7-83,8-94,0-5,0-5,13,14,0,0,29:07:00,30:53:00
10/24/2004,Bills,Ravens,15,12,6-16,4-13,0-1,0-0,185,60,85,100,270,160,20-37,10-19,4-18,4-26,23,33,1,1,4,0,5,1,5-40,4-25,0-8,0-5,17,15,0,2,30:52:00,29:08:00
10/24/2004,Jets,Patriots,15,21,5-12,5-12,1-2,0-0,162,210,106,133,268,343,19-30,20-29,0-0,3-20,27,29,1,1,0,0,1,1,6-37,6-53,0-3,0-3,10,9,0,0,31:01:00,28:59:00
10/24/2004,Cowboys,Packers,18,23,5-12,9-13,0-0,0-0,296,260,66,220,362,480,23-36,24-30,2-12,1-6,16,31,0,0,0,0,0,0,6-37,6-40,0-7,0-9,15,14,0,0,26:41:00,33:19:00
10/24/2004,Saints,Raiders,20,20,8-17,4-15,0-0,1-1,280,350,42,82,322,432,23-39,26-45,1-2,0-0,28,24,0,1,0,1,0,2,5-30,6-46,0-6,0-6,21,17,2,0,29:39:00,30:21:00
10/24/2004,Seahawks,Cardinals,12,16,4-13,8-19,0-0,0-1,180,189,77,127,257,316,14-41,22-36,1-7,3-23,14,37,0,1,4,1,4,2,4-35,6-45,0-3,0-4,20,18,2,0,20:09,39:51:00
10/25/2004,Broncos,Bengals,22,13,6-15,3-13,0-1,0-1,195,188,123,133,318,321,23-40,12-21,3-26,1-10,26,33,1,0,2,1,3,1,8-88,9-65,0-6,0-6,15,14,0,0,32:29:00,27:31:00
10/31/2004,Cardinals,Bills,14,11,4-16,6-16,1-2,1-1,85,81,128,128,213,209,9-24,8-17,3-16,0-0,38,38,0,0,0,0,0,0,14-101,7-55,0-4,0-6,20,16,0,1,31:42:00,28:18:00
10/31/2004,Lions,Cowboys,15,22,3-9,9-15,0-1,1-2,245,230,39,127,284,357,19-32,19-24,1-10,1-5,14,41,0,0,1,3,1,3,10-112,5-35,0-3,0-6,16,15,2,0,21:17,38:43:00
10/31/2004,Bengals,Titans,16,22,5-12,3-13,0-0,2-2,217,195,57,163,274,358,20-36,21-32,4-30,2-15,17,37,1,0,1,1,2,1,10-64,7-58,0-5,0-8,15,16,2,0,23:25,36:35:00
10/31/2004,Colts,Chiefs,23,33,3-10,8-15,1-2,1-2,472,387,33,203,505,590,25-44,27-34,0-0,1-2,12,42,0,2,1,0,1,2,7-40,5-46,0-8,0-12,19,18,0,0,22:27,37:33:00
10/31/2004,Giants,Vikings,22,15,4-11,10-17,0-0,0-0,115,231,168,93,283,324,13-21,24-41,5-29,0-0,39,20,0,1,0,2,0,3,7-87,9-83,0-6,0-6,14,19,0,0,32:28:00,27:32:00
10/31/2004,Ravens,Eagles,19,19,5-15,2-11,0-2,0-0,214,200,113,98,327,298,24-38,18-34,2-9,2-19,27,23,1,1,1,0,2,1,6-91,8-72,0-2,0-5,16,14,0,0,33:50:00,26:10:00
10/31/2004,Packers,Washington,20,20,6-13,1-10,0-0,1-1,273,191,88,81,361,272,20-32,25-45,1-16,4-27,28,19,1,0,3,2,4,2,9-73,10-82,0-5,0-7,14,18,0,0,29:43:00,30:17:00
10/31/2004,Jaguars,Texans,14,24,4-12,4-13,0-0,2-2,248,276,39,93,287,369,27-42,26-35,1-7,0-0,12,32,0,2,2,0,2,2,11-80,8-75,0-3,0-5,13,12,0,2,24:54:00,35:06:00
10/31/2004,Falcons,Broncos,22,27,6-13,4-12,1-1,2-3,272,499,195,68,467,567,19-25,31-55,1-5,0-0,36,19,1,0,0,3,1,3,7-56,9-70,0-4,0-6,13,17,2,0,30:41:00,29:19:00
10/31/2004,Panthers,Seahawks,16,24,5-12,8-17,0-0,1-2,248,196,94,237,342,433,19-36,21-30,0-0,1-5,20,43,0,1,1,1,1,2,10-79,2-13,0-8,0-6,15,14,0,0,24:22:00,35:38:00
10/31/2004,Patriots,Steelers,19,25,3-9,9-16,0-0,0-0,243,196,5,221,248,417,25-43,18-24,4-28,0-0,6,49,2,0,2,0,4,0,6-55,9-90,0-6,0-9,16,16,0,2,17:02,42:58:00
10/31/2004,Raiders,Chargers,15,33,4-11,1-5,0-1,1-1,259,273,22,175,281,448,24-39,22-25,1-4,1-8,11,38,1,1,2,0,3,1,10-75,7-46,0-8,0-6,17,12,0,0,24:30:00,35:30:00
10/31/2004,49ers,Bears,10,14,3-16,3-14,1-2,1-1,100,134,62,120,162,254,16-36,13-25,3-22,5-34,23,33,1,2,1,1,2,3,5-30,8-58,0-5,0-5,20,18,2,2,26:55:00,33:05:00
11/1/2004,Dolphins,Jets,16,22,4-14,6-13,0-1,0-1,181,197,78,275,259,472,20-41,12-20,4-37,1-00,16,41,1,0,2,0,3,0,3-20,6-45,0-7,0-2,19,14,0,0,26:19:00,33:41:00
11/7/2004,  .  Cowboys,Bengals,13,15,3-11,8-17,0-1,0-0,202,212,109,116,311,328,18-30,21-32,1-5,0-0,27,31,2,0,3,0,5,0,7-46,4-20,0-6,0-4,18,13,0,0,26:43:00,33:17:00
11/7/2004,  .  Bears,Giants,13,15,2-15,1-14,0-0,0-3,109,167,122,91,231,258,8-21,18-36,5-35,7-28,34,25,2,3,0,2,2,5,11-70,14-109,0-3,0-10,20,21,0,0,30:03:00,29:57:00
11/7/2004,  .  Browns,Ravens,13,15,5-13,7-15,0-0,0-0,126,134,91,106,217,240,15-26,17-30,3-20,1-8,28,28,1,1,1,0,2,1,9-55,3-25,0-7,0-6,17,15,1,2,32:10:00,27:50:00
11/7/2004,Jets,Bills,12,19,2-10,7-18,0-0,1-1,194,184,88,157,282,341,9-18,18-30,1-13,0-0,25,46,1,0,1,0,2,0,7-40,8-66,0-3,0-6,14,17,0,0,22:32,37:28:00
11/7/2004,Washington,Lions,15,21,3-14,5-18,0-0,2-3,73,258,156,64,229,322,7-18,26-52,0-0,2-11,40,24,0,0,0,1,0,1,7-75,4-40,0-2,0-4,15,18,1,0,30:31:00,29:29:00
11/7/2004,Cardinals,Dolphins,17,22,3-13,6-15,1-1,1-1,149,235,121,168,270,403,18-31,18-36,1-13,3-23,27,31,1,1,0,1,1,2,9-45,12-99,0-6,0-6,18,17,2,0,27:34:00,32:26:00
11/7/2004,Eagles,Steelers,7,25,0-8,8-15,0-1,2-3,90,168,23,252,113,420,15-24,11-18,4-19,2-15,9,56,0,1,1,1,1,2,5-25,4-20,0-2,0-6,14,11,0,0,18:11,41:49:00
11/7/2004,Chiefs,Buccaneers,27,23,8-13,3-9,0-1,1-1,354,288,105,130,459,418,32-42,22-34,2-15,1-8,30,20,1,0,2,0,3,0,10-97,10-95,0-8,0-7,16,16,0,0,33:39:00,26:21:00
11/7/2004,Raiders,Panthers,21,24,6-12,10-16,1-1,0-0,228,267,69,37,297,304,20-32,25-45,2-3,2-32,28,18,0,0,1,0,1,0,8-53,8-83,0-9,0-6,14,16,0,0,30:33:00,29:27:00
11/7/2004,Saints,Chargers,18,28,5-10,12-18,0-0,1-1,165,250,55,152,220,402,16-29,22-37,3-8,1-7,18,35,1,0,1,0,2,0,10-117,5-32,0-7,0-9,16,14,0,0,23:10,36:50:00
11/7/2004,Seahawks,49ers,26,19,9-14,3-11,0-0,1-1,269,243,184,74,453,317,17-28,23-35,3-16,3-16,37,21,0,0,0,1,0,1,7-55,3-29,0-7,0-7,17,18,2,0,32:37:00,27:23:00
11/7/2004,Texans,Broncos,22,21,5-15,6-13,2-3,0-0,228,225,103,139,331,364,22-41,16-24,4-17,1-9,27,36,0,0,0,0,0,0,9-109,4-50,0-5,0-2,17,13,0,0,27:55:00,32:05:00
11/7/2004,Patriots,Rams,22,21,7-14,2-9,1-1,1-2,229,259,147,81,376,340,19-32,23-33,2-9,5-26,32,19,1,2,0,1,1,3,7-48,10-80,0-9,0-9,14,18,0,2,31:45:00,28:15:00
11/8/2004,Vikings,Colts,15,26,5-10,5-10,1-1,1-1,154,264,138,144,292,408,16-19,23-29,2-15,1-4,24,31,1,0,0,0,1,0,6-53,8-65,0-6,0-9,14,12,1,0,25:48:00,34:12:00
11/14/2004,Buccaneers,Falcons,14,18,2-11,3-12,0-1,0-0,125,120,68,205,193,325,19-26,8-16,7-49,5-27,23,39,0,0,1,1,1,1,13-83,6-45,0-2,0-4,16,14,0,0,29:31:00,30:29:00
11/14/2004,Steelers,Browns,18,12,7-15,2-10,0-0,1-1,120,160,180,68,300,228,10-16,12-25,2-14,4-14,47,22,0,2,1,2,1,4,5-38,3-11,0-6,0-5,14,15,2,0,36:00:00,24:00:00
11/14/2004,Bears,Titans,10,14,2-17,3-17,1-1,0-1,75,318,101,72,176,390,10-28,27-44,5-41,3-16,34,24,1,2,2,1,3,3,6-50,4-25,0-5,0-4,21,22,3,0,33:09:00,30:08:00
11/14/2004,Texans,Colts,20,17,8-20,5-9,2-3,0-0,170,312,132,86,302,398,22-41,18-27,5-45,1-8,37,20,1,0,3,2,4,2,8-65,11-85,0-9,0-4,21,15,0,4,35:41:00,24:19:00
11/14/2004,Seahawks,Rams,20,24,3-13,5-11,1-2,0-0,172,260,200,202,372,462,15-36,23-34,0-0,1-2,29,31,1,2,1,0,2,2,4-20,7-55,0-9,0-8,16,15,0,0,25:33:00,34:27:00
11/14/2004,Chiefs,Saints,28,20,2-8,3-11,0-0,0-0,297,240,200,134,497,374,22-33,15-27,2-14,4-19,36,23,2,0,2,1,4,1,12-94,8-57,0-11,0-7,18,16,0,0,35:44:00,24:16:00
11/14/2004,Ravens,Jets,18,16,6-17,7-16,1-2,0-0,186,149,76,156,262,305,19-33,13-23,3-27,5-26,32,36,1,0,0,1,1,1,5-39,6-55,0-8,0-6,16,17,0,0,33:56:00,33:29:00
