date,away,home,first_downs_away,first_downs_home,third_downs_away,third_downs_home,fourth_downs_away,fourth_downs_home,passing_yards_away,passing_yards_home,rushing_yards_away,rushing_yards_home,total_yards_away,total_yards_home,comp_att_away,comp_att_home,sacks_away,sacks_home,rushing_attempts_away,rushing_attempts_home,fumbles_away,fumbles_home,int_away,int_home,turnovers_away,turnovers_home,penalties_away,penalties_home,redzone_away,redzone_home,drives_away,drives_home,def_st_td_away,def_st_td_home,possession_away,possession_home
10/30/2005,Browns,Texans,16,11,12-Mar,16-Jun,2-Jan,0-0,169,120,156,117,325,237,25-Dec,20-Oct,16-Feb,18-Feb,33,37,2,0,0,1,2,1,5-Jan,May-35,0-4,0-2,14,12,0,0,29:04:00,30:56:00
10/30/2005,Dolphins,Saints,20,14,18-Jul,0-11,0-0,0-2,154,113,188,90,342,203,16-28,14-31,14-Feb,Jun-68,47,17,1,1,1,1,2,2,May-34,Aug-77,0-4,0-1,15,11,0,0,36:23:00,23:37
10/30/2005,Chiefs,Chargers,21,22,13-Feb,11-Apr,2-Jan,0-1,323,341,95,83,418,424,31-43,26-44,24-Apr,0-0,21,22,1,1,0,1,1,2,Sep-59,Apr-38,0-6,0-2,14,15,0,0,31:19:00,28:41:00
10/30/2005,Eagles,Broncos,12,28,13-Mar,14-Jun,0-1,1-Jan,272,309,79,255,351,564,Dec-34,22-35,11-Feb,Jan-00,19,36,0,0,2,0,2,0,Oct-70,Jun-50,0-2,0-5,15,17,0,0,23:00,37:00:00
10/30/2005,Bills,Patriots,24,18,14-Jul,7-Jan,0-1,0-0,247,180,147,93,394,273,20-33,14-21,16-Feb,19-Mar,39,22,1,2,1,0,2,2,Dec-74,Jul-57,0-3,0-2,14,11,0,0,39:20:00,20:40
10/31/2005,Ravens,Steelers,20,19,18-Sep,12-Apr,3-Jan,2-Jan,246,160,72,101,318,261,25-44,18-31,6-Feb,17-Feb,27,28,1,1,2,1,3,2,Jun-38,19-Apr,0-2,0-4,10,12,0,0,31:04:00,28:56:00
11/6/2005,  .  Steelers,Packers,13,16,0-8,17-Aug,0-0,0-2,59,203,154,65,213,268,16-Sep,20-35,6-Jan,11-Jan,33,29,0,2,1,1,1,3,Apr-53,Aug-74,0-4,0-2,14,10,2,0,26:52:00,33:08:00
11/6/2005,Titans,Browns,19,16,15-May,16-Jul,0-2,0-1,225,272,98,169,323,441,18-42,18-34,10-Jan,0-0,24,32,0,1,1,1,1,2,15-Feb,Sep-63,0-1,0-4,15,14,0,0,27:36:00,32:24:00
11/6/2005,Raiders,Chiefs,21,18,17-Oct,14-Jun,0-0,0-0,162,207,101,114,263,321,21-40,22-35,13-Jan,28-Mar,26,24,0,1,1,0,1,1,Sep-84,Nov-87,0-4,0-4,14,12,0,0,31:54:00,28:06:00
11/6/2005,Falcons,Dolphins,27,11,17-Nov,0-9,0-1,1-Jan,220,103,162,105,382,208,22-31,13-22,8-Mar,0-0,41,25,2,0,0,1,2,1,28-Apr,Jul-60,0-4,0-2,12,9,0,0,36:15:00,23:45
11/6/2005,Lions,Vikings,20,19,17-Sep,12-Mar,0-1,0-0,231,121,58,164,289,285,28-48,15-22,Apr-32,15-Mar,20,35,1,1,2,0,3,1,Jun-31,18-Mar,0-1,0-5,14,13,0,0,30:21:00,29:39:00
11/6/2005,Chargers,Jets,27,19,10-May,13-Jul,0-0,0-1,262,180,133,89,395,269,20-27,17-31,8-Jan,24-Mar,35,25,1,0,1,0,2,0,12-124,May-35,0-5,0-6,10,12,0,0,33:04:00,26:56:00
11/6/2005,Panthers,Buccaneers,15,18,13-May,12-Apr,0-0,1-Jan,210,226,77,44,287,270,18-Nov,25-42,6-Jan,Jun-33,32,17,0,2,0,2,0,4,24-May,Aug-42,0-4,0-1,14,13,2,0,28:37:00,31:23:00
11/6/2005,Texans,Jaguars,17,18,12-Apr,12-Jun,2-Jan,0-0,191,214,88,98,279,312,22-30,19-25,28-Jun,4-Feb,23,27,1,0,0,0,1,0,30-Apr,Jun-45,0-1,0-3,11,11,0,0,30:56:00,29:04:00
11/6/2005,Bengals,Ravens,25,17,11-Jul,14-May,0-0,2-Jan,234,122,95,118,329,240,19-26,19-31,14-Feb,31-Mar,35,25,1,1,0,0,1,1,May-54,Jul-40,0-3,0-5,10,11,0,0,33:26:00,26:34:00
11/6/2005,Bears,Saints,15,15,15-Apr,15-Jul,0-0,0-0,131,150,183,133,314,283,26-Dec,16-26,6-Feb,20-Mar,32,33,1,2,2,2,3,4,Aug-60,Jun-70,0-4,0-3,12,17,0,0,26:18:00,33:42:00
11/6/2005,Seahawks,Cardinals,22,23,9-Mar,16-Aug,0-0,3-Feb,162,307,208,71,370,378,13-20,29-48,Jan-00,27-Apr,33,20,0,1,0,3,0,4,Jun-52,Sep-78,0-5,0-3,10,15,0,0,28:03:00,31:57:00
11/6/2005,Giants,49ers,19,9,16-Jun,14-Mar,3-Feb,1-Jan,251,86,93,52,344,138,18-33,21-Dec,0-0,16-Mar,32,22,0,0,0,1,0,1,Oct-81,Dec-80,0-3,0-0,13,11,0,0,33:05:00,26:55:00
11/6/2005,Eagles,Washington,17,17,13-Apr,16-Jul,0-1,0-0,291,215,45,78,336,293,22-35,21-29,13-Feb,9-Feb,23,29,0,1,1,0,1,1,May-64,Apr-35,0-2,0-3,11,13,0,0,28:03:00,31:57:00
11/7/2005,Colts,Patriots,28,17,17-Dec,11-Apr,1-Jan,3-Feb,321,254,132,34,453,288,28-37,25-40,0-0,Feb-31,38,14,0,2,1,0,1,2,Jul-32,24-Apr,0-7,0-3,11,10,0,0,36:41:00,23:19
11/13/2005,Chiefs,Bills,22,9,16-Jun,13-Mar,0-2,0-1,166,148,150,61,316,209,23-40,13-22,Jun-54,14-Feb,32,28,1,2,3,0,4,2,Aug-65,May-37,0-1,0-3,15,13,0,0,34:43:00,25:17:00
11/13/2005,49ers,Bears,9,12,16-Feb,13-Apr,0-1,0-1,28,67,133,172,161,239,13-Jan,14-Aug,0-0,0-0,46,40,1,3,1,1,2,4,Oct-80,May-34,0-3,0-4,9,15,0,0,31:06:00,28:54:00
11/13/2005,Cardinals,Lions,21,22,13-Jun,14-May,0-1,1-Jan,359,226,38,157,397,383,29-45,21-31,0-0,5-Jan,16,32,1,0,0,0,1,0,Sep-80,Jul-50,0-3,0-3,10,16,0,0,25:32:00,34:28:00
11/13/2005,Texans,Colts,11,26,13-Apr,10-Apr,0-1,0-0,126,293,83,126,209,419,16-25,26-35,12-Mar,4-Jan,24,29,0,2,0,0,0,2,Apr-35,Jun-50,0-3,0-3,9,11,0,0,27:25:00,32:35:00
11/13/2005,Patriots,Dolphins,19,22,14-May,17-Jul,0-0,0-1,274,360,91,77,365,437,21-36,25-47,1-Feb,0-0,25,25,0,1,2,1,2,2,Jun-38,Apr-69,0-5,0-5,17,13,0,0,30:27:00,29:33:00
11/13/2005,Vikings,Giants,11,25,15-Feb,15-Jun,0-0,0-0,125,281,12,124,137,405,18-31,23-48,19-Apr,10-Feb,21,29,1,1,0,4,1,5,Jul-90,Sep-75,0-2,0-4,16,14,4,0,24:25:00,35:35:00
11/13/2005,Ravens,Jaguars,8,20,14-Apr,14-May,0-1,0-1,110,205,53,133,163,338,19-33,16-30,Apr-32,6-Jan,17,35,0,0,3,0,3,0,Sep-86,May-42,0-1,0-4,11,16,0,2,25:31:00,34:29:00
11/13/2005,Broncos,Raiders,18,20,13-May,15-Apr,0-0,3-Mar,205,275,121,60,326,335,16-22,26-50,0-0,Apr-35,38,17,2,0,0,3,2,3,30-Apr,Sep-58,0-5,0-3,16,11,2,0,30:47:00,29:13:00
11/13/2005,Jets,Panthers,15,15,13-Jun,11-May,0-1,0-0,77,119,137,101,214,220,21-Nov,20-Oct,21-Mar,0-0,32,36,2,0,4,2,6,2,May-50,25-Mar,0-1,0-4,11,14,0,2,28:47:00,31:13:00
11/13/2005,Packers,Falcons,25,19,13-May,11-Apr,0-1,1-Jan,244,192,107,129,351,321,27-40,20-30,12-Jan,17-Mar,29,29,0,3,1,0,1,3,Apr-58,Aug-58,0-6,0-3,13,14,0,0,32:56:00,27:04:00
11/13/2005,Rams,Seahawks,22,21,15-Jul,15-Oct,2-Jan,0-0,278,243,75,174,353,417,28-40,17-29,26-Mar,0-0,21,36,1,0,1,2,2,2,Aug-49,Mar-69,0-5,0-5,13,10,0,0,30:47:00,29:13:00
11/13/2005,Washington,Buccaneers,23,19,15-Jul,9-Apr,2-Jan,0-1,204,279,185,61,389,340,23-35,15-29,22-Feb,0-0,33,27,1,1,2,0,3,1,Jun-41,15-Feb,0-4,0-8,15,13,1,0,34:25:00,25:35:00
11/13/2005,Browns,Steelers,16,25,11-May,13-Jun,2-Jan,2-Jan,242,223,61,159,303,382,17-34,18-27,11-Feb,0-0,19,41,1,0,1,0,2,0,Sep-75,30-Apr,0-2,0-5,13,9,1,0,23:37,36:23:00
11/14/2005,  .  Cowboys,Eagles,13,21,13-Mar,17-Jul,0-0,0-0,183,178,58,181,241,359,17-24,21-39,13-Feb,5-Feb,24,36,0,0,1,1,1,1,Apr-31,14-95,0-1,0-3,14,14,2,0,24:15:00,35:45:00
11/20/2005,  .  Panthers,Bears,13,15,17-Apr,13-Mar,2-Jan,0-0,183,136,55,122,238,258,22-39,15-26,Aug-52,0-0,16,31,0,0,2,1,2,1,Jul-62,Sep-75,0-2,0-2,13,14,0,0,29:18:00,30:42:00
11/20/2005,Buccaneers,Falcons,15,26,8-Feb,17-Nov,0-0,0-1,118,293,140,150,258,443,19-Nov,21-38,0-0,13-Mar,27,36,0,2,1,0,1,2,Aug-55,Nov-87,0-3,0-5,11,12,2,0,23:58,36:02:00
11/20/2005,Dolphins,Browns,12,19,12-Feb,16-Jul,4-Feb,1-Jan,55,195,139,181,194,376,28-Sep,17-29,12-Feb,0-0,25,39,0,0,2,1,2,1,Jul-43,May-35,0-2,0-4,10,13,0,0,24:32:00,35:28:00
11/20/2005,Lions,Cowboys,11,26,10-Mar,12-Jun,1-Jan,1-Jan,169,104,57,149,226,253,17-25,23-Dec,Jan-00,6-Jan,19,42,1,1,0,0,1,1,17-129,May-40,0-1,0-3,9,11,0,0,23:58,36:02:00
11/20/2005,Jaguars,Titans,22,16,17-Oct,13-May,0-0,0-0,246,191,49,63,295,254,22-38,20-30,12-Feb,17-Mar,30,21,1,0,0,1,1,1,15-Mar,Nov-73,0-5,0-3,13,13,0,2,31:54:00,28:06:00
11/20/2005,Cardinals,Rams,27,19,11-May,12-Apr,0-0,1-Jan,278,351,94,6,372,357,27-39,33-43,7-Jan,May-34,26,12,1,2,0,0,1,2,10-111,Sep-54,0-6,0-2,11,13,0,0,31:45:00,28:15:00
11/20/2005,Saints,Patriots,23,20,16-Aug,14-Jul,0-1,1-Jan,338,194,87,132,425,326,27-50,15-29,5-Jan,28-Mar,21,30,0,1,1,0,1,1,Nov-99,May-50,0-3,0-3,11,11,0,0,32:57:00,27:03:00
11/20/2005,Eagles,Giants,20,17,15-Jun,12-Mar,0-1,1-Jan,298,200,106,115,404,315,18-39,17-26,0-0,18-May,30,29,0,0,1,0,1,0,7-105,Jun-58,0-3,0-4,13,14,0,0,29:31:00,30:29:00
11/20/2005,Raiders,Washington,16,13,16-Jun,15-Jun,0-0,0-1,286,138,50,108,336,246,19-36,14-32,3-Jan,17-Feb,29,27,0,3,1,0,1,3,10-101,Jun-50,0-3,0-1,13,13,0,2,31:35:00,28:25:00
11/20/2005,Steelers,Ravens,17,18,15-Apr,20-Jul,0-1,0-0,212,137,70,104,282,241,21-38,21-36,Jun-34,26-May,25,38,1,1,1,1,2,2,Oct-62,Nov-70,0-3,0-2,16,15,0,0,34:00:00,36:51:00
11/20/2005,Seahawks,49ers,21,17,15-May,13-May,1-Jan,0-0,228,226,145,110,373,336,19-31,18-29,5-Jan,23-Apr,34,26,0,1,0,0,0,1,May-75,Jun-34,0-4,0-5,13,12,0,0,28:20:00,31:40:00
11/20/2005,Colts,Bengals,28,23,14-Aug,13-Jun,1-Jan,0-2,359,328,92,164,451,492,24-40,25-38,6-Jan,7-Jan,30,26,0,0,1,1,1,1,30-Apr,Sep-85,0-6,0-3,13,12,0,0,32:02:00,27:58:00
11/20/2005,Jets,Broncos,10,28,9-Mar,15-Jul,0-1,3-Feb,176,213,19,191,195,404,20-32,18-26,19-Mar,12-Feb,8,48,3,1,2,0,5,1,Jul-41,30-Mar,0-0,0-5,9,11,0,0,17:32,42:28:00
11/20/2005,Bills,Chargers,12,28,13-Mar,11-Jun,4-Feb,2-Feb,137,337,65,141,202,478,20-36,28-33,Jun-31,2-Jan,13,34,1,0,1,0,2,0,Sep-65,10-Feb,0-3,0-4,11,12,0,0,22:30,37:30:00
11/20/2005,Chiefs,Texans,28,14,14-Jul,11-Jan,1-Jan,4-Jan,220,181,226,78,446,259,19-29,19-36,0-0,1-Jan,42,19,0,2,1,1,1,3,30-May,Jun-43,0-4,0-2,15,12,2,1,36:58:00,23:02
11/21/2005,Vikings,Packers,22,13,15-Jun,10-Feb,0-0,0-0,171,215,160,21,331,236,18-30,20-33,25-May,12-Feb,37,14,1,0,1,2,2,2,Jun-77,31-May,0-3,0-1,15,12,2,0,37:33:00,22:27
11/24/2005,  .  Broncos,Cowboys,13,23,10-Mar,16-Jul,0-0,1-Jan,149,229,144,85,293,314,15-24,29-44,13-Feb,3-Jan,20,32,1,0,1,2,2,2,Oct-67,Jul-40,0-2,0-4,15,12,2,0,24:51:00,36:30:00
11/24/2005,Falcons,Lions,22,20,12-Jun,14-Apr,0-0,3-Jan,146,229,256,75,402,304,22-Dec,25-48,0-0,29-May,45,13,1,2,1,2,2,4,Nov-84,Sep-50,0-5,0-1,13,13,0,0,34:19:00,25:41:00
11/27/2005,Panthers,Bills,19,14,14-Sep,13-May,0-0,1-Jan,182,161,113,55,295,216,20-27,16-29,9-Jan,May-36,33,23,1,0,0,1,1,1,20-Apr,Apr-31,0-3,0-3,9,10,0,0,35:44:00,24:16:00
11/27/2005,Ravens,Bengals,23,23,14-Jul,11-May,1-Jan,0-0,189,302,133,135,322,437,18-32,22-30,22-Mar,0-0,33,32,1,2,2,1,3,3,Sep-91,May-45,0-2,0-4,14,14,0,0,29:47:00,30:13:00
11/27/2005,49ers,Titans,15,15,15-Mar,16-Mar,3-Mar,3-Feb,187,343,74,118,261,461,23-43,23-41,5-Feb,0-0,22,27,2,0,2,1,4,1,Apr-35,Oct-70,0-3,0-4,16,14,2,0,28:16:00,31:44:00
11/27/2005,Patriots,Chiefs,20,24,12-May,12-May,1-Jan,0-0,232,308,74,112,306,420,22-40,19-26,16-Mar,15-Feb,18,37,0,1,4,0,4,1,22-Feb,May-35,0-3,0-4,11,13,0,0,25:35:00,34:25:00
11/27/2005,Browns,Vikings,20,18,8-Feb,14-Jul,0-0,0-0,184,200,78,81,262,281,23-36,19-28,30-May,7-Feb,20,31,2,1,3,1,5,2,30-Jun,Jul-49,0-4,0-3,14,11,0,0,27:44:00,32:16:00
11/27/2005,Bears,Buccaneers,15,15,15-Apr,12-Feb,0-0,0-0,121,168,118,107,239,275,14-28,19-30,13-Feb,Apr-34,33,25,0,1,1,0,1,1,Apr-35,May-52,0-3,0-3,13,14,0,0,30:03:00,29:57:00
11/27/2005,Chargers,Washington,24,15,15-Jun,14-Mar,0-0,0-0,195,191,202,91,397,282,22-45,17-27,20-Mar,3-Feb,28,33,0,0,3,0,3,0,Jun-40,Jul-60,0-1,0-1,15,15,0,0,30:47:00,29:47:00
11/27/2005,Rams,Texans,22,26,14-May,13-Jul,4-Mar,0-0,291,288,138,124,429,412,21-33,25-35,Jul-33,5-Mar,29,31,0,1,1,1,1,2,Sep-65,Apr-54,0-3,0-5,13,11,0,0,31:20:00,34:54:00
11/27/2005,Dolphins,Raiders,21,24,14-Jul,13-Jul,0-0,0-0,249,185,145,120,394,305,18-31,21-37,12-Mar,Jul-41,32,25,2,1,1,2,3,3,Jul-70,13-90,0-3,0-3,15,14,0,0,30:08:00,29:52:00
11/27/2005,Jaguars,Cardinals,19,23,15-Aug,11-Mar,0-1,0-1,133,301,162,67,295,368,14-28,29-46,0-0,14-Mar,33,16,0,1,0,1,0,2,Nov-81,11-105,0-3,0-3,12,12,1,0,31:41:00,28:19:00
11/27/2005,Packers,Eagles,18,15,14-Jun,16-Apr,1-Jan,1-Jan,164,88,128,176,292,264,15-33,28-Dec,7-Jan,3-Jan,30,35,3,1,2,0,5,1,Jul-40,Jul-50,0-1,0-2,13,16,0,0,28:55:00,31:05:00
11/27/2005,Giants,Seahawks,25,17,19-Aug,19-Jun,0-0,1-Jan,324,228,166,127,490,355,29-53,21-37,20-Mar,21-Mar,28,34,0,1,1,1,1,2,16-114,Aug-65,0-2,0-3,16,18,0,0,39:21:00,32:54:00
11/27/2005,Saints,Jets,18,19,8-Mar,16-Jul,0-0,0-0,172,242,97,118,269,360,17-23,19-28,9-Jan,9-Jan,25,35,0,0,0,0,0,0,Jul-60,Jul-55,0-2,0-3,11,10,0,0,26:41:00,33:19:00
11/28/2005,Steelers,Colts,10,17,13-Apr,13-May,0-1,0-0,111,239,86,127,197,366,17-26,15-25,22-Mar,6-Feb,25,32,0,0,2,1,2,1,Oct-62,12-106,0-1,0-3,13,14,0,0,29:13:00,30:47:00
12/4/2005,Packers,Bears,26,10,16-May,0-10,4-Mar,0-0,258,49,100,141,358,190,31-58,17-Jun,19-Feb,19-Mar,24,31,2,1,2,1,4,2,Sep-70,Apr-61,0-3,0-3,14,16,0,2,34:47:00,25:13:00
12/4/2005,Jaguars,Browns,17,15,13-May,12-Apr,0-0,0-1,115,205,122,98,237,303,20-Nov,13-20,1-Jan,21-May,38,32,0,0,1,0,1,0,May-50,Jul-97,0-4,0-3,12,11,0,0,29:43:00,30:17:00
12/4/2005,Vikings,Lions,20,19,11-Mar,13-May,0-0,0-0,242,118,103,105,345,223,17-23,17-35,14-Feb,8-Jan,32,23,0,0,0,1,0,1,Nov-94,30-Mar,0-2,0-3,12,11,0,0,30:41:00,29:19:00
12/4/2005,Titans,Colts,17,21,12-Feb,6-Mar,5-Jan,1-Jan,207,187,53,105,260,292,26-39,13-17,May-43,0-0,19,31,1,1,0,0,1,1,Jul-35,May-33,0-2,0-3,9,11,0,2,32:57:00,27:03:00
12/4/2005,Bills,Dolphins,16,26,14-Jun,20-Aug,0-0,2-Jan,202,361,92,73,294,434,14-27,34-65,25-Feb,26-Mar,33,22,2,1,1,1,3,2,Jul-55,13-81,0-3,0-5,15,16,0,0,31:17:00,28:43:00
12/4/2005,Buccaneers,Saints,14,16,12-Apr,16-Sep,0-0,0-1,115,214,133,65,248,279,21-Dec,18-34,8-Jan,1-Feb,30,27,0,0,0,4,0,4,26-May,May-35,0-1,0-1,11,10,0,0,28:47:00,31:13:00
12/4/2005,Cowboys,Giants,16,17,16-Apr,15-Apr,1-Jan,0-1,125,150,81,127,206,277,15-39,31-Dec,21-Apr,2-Jan,27,34,2,0,2,2,4,2,Jul-46,Jun-44,0-2,0-3,15,14,0,2,28:29:00,31:31:00
12/4/2005,Bengals,Steelers,21,28,14-Jun,13-Jun,0-1,0-1,222,379,102,95,324,474,22-38,29-41,5-Jan,7-Feb,25,28,0,1,0,3,0,4,30-Apr,Jul-70,0-6,0-3,15,14,0,0,26:42:00,33:18:00
12/4/2005,Falcons,Panthers,14,14,17-Jul,15-May,0-1,1-Jan,148,164,111,142,259,306,17-35,17-27,23-Apr,0-0,24,34,0,0,2,1,2,1,Apr-37,Mar-38,0-1,0-4,14,14,0,0,27:40:00,32:20:00
12/4/2005,Texans,Ravens,16,15,20-Aug,13-Apr,0-0,1-Jan,133,165,165,73,298,238,17-37,17-33,May-32,Apr-33,34,23,1,2,1,0,2,2,Nov-93,Aug-71,0-3,0-2,12,15,0,2,33:49:00,26:11:00
12/4/2005,Washington,Rams,19,13,14-Aug,15-May,0-0,1-Jan,150,142,257,49,407,191,14-22,21-36,6-Jan,21-Mar,40,17,0,1,0,1,0,2,Aug-76,30-Apr,0-3,0-1,13,12,0,0,33:58:00,26:02:00
12/4/2005,Cardinals,49ers,18,11,16-May,9-Feb,0-1,0-0,339,169,65,51,404,220,29-45,16-24,15-Feb,16-Mar,23,20,0,1,2,3,2,4,Nov-80,Jun-44,0-4,0-1,12,12,0,0,34:45:00,25:15:00
12/4/2005,Broncos,Chiefs,19,24,10-Mar,9-May,0-1,0-1,257,253,131,168,388,421,18-29,16-23,19-Feb,0-0,29,37,0,1,2,2,2,3,Aug-55,Jun-45,0-4,0-3,13,11,0,0,27:33:00,32:27:00
12/4/2005,Jets,Patriots,12,24,14-Apr,16-Aug,2-Jan,1-Jan,123,251,41,146,164,397,15-37,27-37,12-Feb,20-Feb,16,35,0,0,1,0,1,0,Jul-60,Jul-68,0-1,0-4,9,13,0,0,21:50,38:10:00
12/4/2005,Raiders,Chargers,16,19,13-Jul,14-Aug,0-1,0-0,210,144,81,130,291,274,22-40,17-22,26-Mar,16-Mar,17,37,1,0,1,0,2,0,0-0,15-Jan,0-2,0-4,11,11,0,2,25:22:00,34:38:00
12/5/2005,Seahawks,Eagles,14,11,14-Apr,15-Apr,0-0,2-Jan,98,129,96,61,194,190,17-Aug,17-39,0-0,16-Apr,42,25,0,2,0,4,0,6,10-Feb,Oct-56,0-3,0-1,17,15,6,0,30:40:00,29:20:00
12/11/2005,Patriots,Bills,32,8,16-Nov,10-Feb,0-1,0-0,335,169,159,14,494,183,30-40,27-Oct,1-Jan,12-Feb,41,12,0,0,2,3,2,3,Sep-83,Jul-50,0-5,0-2,12,13,2,0,41:59:00,18:01
12/11/2005,Browns,Bengals,15,18,12-May,12-Jun,0-0,1-Jan,124,93,84,185,208,278,16-24,13-27,14-Feb,0-0,26,34,0,0,1,1,1,1,Jul-45,Jun-33,0-3,0-5,10,12,0,0,30:48:00,29:12:00
12/11/2005,Texans,Titans,12,15,14-Feb,14-Mar,1-Jan,0-3,82,208,152,93,234,301,17-26,18-30,Jun-34,0-0,26,30,0,0,0,0,0,0,Aug-72,Apr-56,0-4,0-2,14,14,0,1,28:38:00,31:22:00
12/11/2005,Rams,Vikings,20,16,15-Jul,12-Feb,0-2,0-0,229,146,108,113,337,259,26-45,16-25,6-Jan,0-0,29,29,1,2,5,0,6,2,Sep-60,May-60,0-4,0-4,17,16,0,0,33:49:00,26:11:00
12/11/2005,Raiders,Jets,14,23,9-Mar,13-Apr,1-Jan,1-Jan,84,110,95,184,179,294,14-26,14-26,Jun-40,9-Feb,17,43,2,0,2,0,4,0,13-88,May-69,0-1,0-7,11,12,0,0,24:22:00,35:38:00
12/11/2005,Bears,Steelers,15,20,13-Mar,14-Jul,2-Jan,0-1,185,173,83,190,268,363,17-35,13-20,22-Mar,0-0,18,46,0,0,0,0,0,0,5-Jan,Jul-55,0-3,0-3,13,12,0,0,22:41,37:19:00
12/11/2005,Buccaneers,Panthers,17,14,17-Oct,11-Feb,0-0,0-2,133,194,114,82,247,276,20-27,21-33,5-Jan,26-Feb,36,20,0,0,0,1,0,1,Jul-50,May-35,0-4,0-3,13,11,0,0,32:04:00,27:56:00
12/11/2005,Colts,Jaguars,25,18,14-Jun,11-Mar,2-Jan,1-Jan,300,250,99,74,399,324,24-37,26-35,24-Mar,0-0,34,23,0,3,0,0,0,3,May-47,Jul-65,0-3,0-5,14,12,0,0,33:58:00,26:02:00
12/11/2005,Giants,Eagles,28,17,19-Nov,16-Jun,2-Jan,0-1,299,162,138,175,437,337,28-44,14-32,13-Jan,28-Jun,40,25,0,1,3,0,3,1,Oct-71,9-101,0-6,0-2,13,14,0,0,43:30:00,27:35:00
12/11/2005,Washington,Cardinals,16,17,14-May,13-May,1-Jan,0-1,122,240,109,62,231,302,18-28,25-41,0-0,15-Feb,34,18,0,3,3,1,3,4,May-63,Aug-65,0-3,0-2,13,12,1,0,33:19:00,26:41:00
12/11/2005,49ers,Seahawks,8,31,12-Feb,10-Jun,0-0,0-0,51,253,62,185,113,438,22-Sep,24-30,26-Apr,6-Jan,21,40,1,0,1,1,2,1,Jul-82,Aug-54,0-0,0-4,12,13,0,0,23:47,36:13:00
12/11/2005,Chiefs,Cowboys,25,21,12-Jul,16-Sep,0-0,0-0,332,316,161,129,493,445,20-32,22-34,8-Feb,16-Apr,28,28,1,0,0,0,1,0,17-Mar,May-45,0-3,0-3,12,11,0,0,28:12:00,31:48:00
12/11/2005,Ravens,Broncos,20,17,13-Jun,16-Aug,0-1,0-1,251,222,72,96,323,318,23-40,19-33,Feb-00,14-Feb,23,32,2,1,2,0,4,1,20-Mar,Apr-31,0-3,0-1,11,12,0,0,28:06:00,31:54:00
12/11/2005,Dolphins,Chargers,14,27,10-Feb,19-Nov,0-0,4-Mar,229,245,71,96,300,341,14-22,35-52,0-0,Mar-34,26,27,2,2,0,1,2,3,12-Mar,Jul-49,0-4,0-3,13,10,0,0,19:43,40:17:00
12/11/2005,Lions,Packers,11,19,15-May,16-Jun,0-1,1-Jan,112,149,129,181,241,330,13-24,21-32,0-0,21-Mar,31,35,0,1,0,1,0,2,May-50,25-May,0-4,0-4,12,14,0,0,28:08:00,37:09:00
12/12/2005,Saints,Falcons,22,19,14-Mar,11-Feb,1-Jan,0-0,207,279,125,127,332,406,27-46,13-25,12-Mar,0-0,24,32,1,0,0,1,1,1,10-107,Sep-74,0-2,0-4,15,15,0,0,30:42:00,29:18:00
12/17/2005,Buccaneers,Patriots,12,22,16-Jul,16-Jul,0-2,1-Jan,108,253,30,83,138,336,21-34,20-31,Jul-47,5-Jan,18,32,1,0,0,0,1,0,Aug-58,Aug-54,0-0,0-5,12,12,0,0,26:32:00,33:28:00
12/17/2005,Chiefs,Giants,22,22,13-Jul,15-Aug,0-0,0-0,174,183,188,223,362,406,15-28,17-32,2-Jan,3-Jan,34,34,2,1,1,1,3,2,Sep-75,Jul-70,0-3,0-1,11,12,0,0,30:04:00,29:56:00
12/17/2005,Broncos,Bills,27,17,14-Jul,12-Apr,2-Feb,1-Jan,259,197,178,75,437,272,20-37,22-35,Jan-00,5-Jan,37,16,1,0,0,0,1,0,Sep-90,Dec-82,0-5,0-3,11,11,0,0,34:43:00,25:17:00
12/18/2005,  .  Eagles,Rams,13,16,13-May,16-Mar,0-0,0-2,76,127,125,178,201,305,15-28,18-35,21-Apr,0-0,28,36,1,0,3,1,4,1,13-115,15-115,0-2,0-3,16,15,0,0,27:52:00,32:08:00
12/18/2005,  .  Browns,Raiders,13,16,15-Apr,16-Jul,0-1,1-Jan,185,113,70,143,255,256,21-32,14-30,13-Feb,19-Mar,26,31,1,0,1,1,2,1,15-Jan,Jul-45,0-3,0-0,14,11,0,0,26:22:00,33:38:00
12/18/2005,  .  Cowboys,Washington,13,19,15-May,11-May,2-Jan,0-0,107,163,109,171,216,334,16-29,20-Dec,Jul-46,0-0,24,40,1,1,3,0,4,1,Sep-56,Jul-55,0-3,0-4,14,13,0,0,28:36:00,31:24:00
12/18/2005,Seahawks,Titans,26,25,9-May,11-Apr,0-0,4-Feb,276,336,183,81,459,417,21-27,24-39,9-Jan,0-0,33,26,0,0,0,0,0,0,Apr-38,30-Apr,0-4,0-4,10,9,0,0,30:24:00,29:36:00
12/18/2005,Chargers,Colts,18,21,17-Jul,13-May,1-Jan,0-1,247,314,206,24,453,338,22-33,26-45,8-Jan,22-Apr,37,15,2,1,2,2,4,3,Nov-75,Aug-67,0-2,0-4,14,14,0,0,34:32:00,25:28:00
12/18/2005,Jets,Dolphins,24,14,14-Apr,13-Apr,0-2,0-0,298,169,99,128,397,297,28-42,14-29,29-Jun,6-Jan,25,31,3,0,0,1,3,1,May-39,Aug-92,0-4,0-2,16,14,0,0,34:02:00,25:58:00
